name,latitude,longitude,type,rating,comment,status
Clove Lakes Park,40.6182407,-74.10723251,B,N/A,"B, Near Ballfield",Active
The Battery,40.70209777,-74.01639233,Other,N/A,"Other, Out in Open",Active
Prospect Park,40.66165629,-73.97284898,B,N/A,"B, Out in Open, Near Ballfield",Active
Flushing Meadows Corona Park,40.7407495,-73.84905247,D,N/A,"D, In Playground",Active
Betsy Head Park,40.66338105,-73.91314195,D,N/A,"D, Out in Open",Active
Cunningham Park,40.73698208,-73.77288663,D,N/A,"D, Near Ballfield",Active
Cunningham Park,40.73967979,-73.76446412,A,N/A,"A, Near Ballfield",Active
Riverside Park,40.80456385,-73.9702592,B,N/A,"B, Under Tree, Out in Open",Active
Macombs Dam Park,40.8302691,-73.92912215,A,N/A,"A, Under Tree, In Shade",Active
Tiger Playground,40.68807178,-73.91116855,D,N/A,"D, Out in Open",Active
Calvert Vaux Park,40.58781067,-73.99051706,E,N/A,"E, Under Tree, In Shade, In Playground",Active
Hoover - Manton Playgrounds,40.71048474,-73.82003013,D,N/A,"D, In Playground",Active
Crotona Park,40.84156987,-73.8972309,C,N/A,"C, Out in Open, Near Ballfield",Active
Battery Park City Parks,40.70700081,-74.01645051,Other,N/A,"Other, Under Tree, In Shade",Active
Maurice A Fitzgerald Playground,40.69037724,-73.83939041,D,N/A,"D, In Playground",Active
Maria Hernandez Park,40.70320778,-73.92358983,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
Silver Lake Park,40.62810947,-74.09941811,A,N/A,"A, Out in Open",Active
Turtle Playground,40.7422535,-73.82772518,A,N/A,"A, In Shade, In Playground",Active
Harlem River Park,40.8056446,-73.93398585,Other,N/A,"Other, Under Tree, Near Ballfield",Active
Manhattan Beach Park,40.57675042,-73.94294465,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Lion's Pride Playground,40.66261145,-73.89949363,C,N/A,"C, In Playground",Active
Prospect Park,40.66556955,-73.97158636,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, Out in Open",Active
Seton Park,40.88638539,-73.91645521,A,N/A,"A, Out in Open",Active
Coney Island Beach & Boardwalk,40.57475765,-73.96415234,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Emerald Playground,40.73077147,-73.80606688,CS Concrete,N/A,"CS Concrete, Just Outside Playground",Active
Naples Playground,40.60232379,-74.08945487,A,N/A,"A, Just Outside Playground",Active
Robert Moses Playground,40.74811462,-73.96989088,A,N/A,"A, Near Ballfield",Active
Little Bay Park,40.78788968,-73.79282487,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open",Active
John V. Lindsay East River Park,40.72354559,-73.97250612,A,N/A,"A, Near Ballfield",Active
Kennedy King Playground,40.65853261,-73.92203193,C,N/A,"C, In Playground",Active
Heckscher Playground,40.69530633,-73.9181887,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, Out in Open, Near Ballfield",Active
St. Mary's Park,40.81383382,-73.91294351,A,N/A,"A, Under Tree, In Shade",Active
Fort Greene Park,40.69020172,-73.97359442,D,N/A,"D, In Playground",Active
Pelham Bay Park,40.86878454,-73.79290222,A,N/A,"A, Out in Open",Active
Lincoln Terrace / Arthur S. Somers Park,40.66665748,-73.92555313,D,N/A,"D, Under Tree",Active
Ferry Point Park,40.82066161,-73.8259927,D,N/A,"D, Near Ballfield, Out in Open",Active
Delphin H. Greene Playground,40.68481672,-73.72917555,A,N/A,"A, Under Tree",Active
John V. Lindsay East River Park,40.71835187,-73.97456459,C,N/A,"C, Under Tree, Near Ballfield",Active
Cardozo Playground,40.59357652,-73.78695443,D,N/A,"D, Near Ballfield",Active
Park,40.59316727,-73.75256898,A,N/A,"A, Out in Open",Active
Detective Keith L Williams Park,40.70408174,-73.78515798,A,N/A,"A, Out in Open",Active
Lemon Creek Park,40.51104797,-74.21004089,D,N/A,"D, Out in Open",Active
Owl's Head Park,40.63990578,-74.03059905,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Jennie Jerome Playground,40.8456531,-73.91341359,A,N/A,"A, Under Tree, In Playground",Active
Lafayette Gardens Playground,40.68946353,-73.95743684,A,N/A,"A, Under Tree, In Playground",Active
Hillside Park,40.70153941,-73.99467573,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, Out in Open",Active
Parade Ground,40.65179195,-73.96606079,A,N/A,"A, Out in Open, Near Ballfield",Active
Astoria Park,40.77597766,-73.92589302,D,N/A,"D, Under Tree",Active
Caserta Playground,40.83743206,-73.85391291,C,N/A,"C, In Playground",Active
Jacob Joffe Fields,40.62473018,-73.91947417,D,N/A,"D, Out in Open, Just Outside Playground",Active
Quaker Parrot Park at the Dust Bowl,40.63230726,-74.01341139,C,N/A,"C, Near Ballfield",Active
Canarsie Park,40.62702749,-73.89950284,C,N/A,"C, In Playground, Out in Open",Active
Flushing Meadows Corona Park,40.74353047,-73.84234619,A,N/A,"A, Under Tree",Active
Seaside Playground,40.5803488,-73.8313584,C,N/A,"C, Just Outside Playground",Active
Lieutenant John H. Martinson Playground,40.5367617,-74.16282228,C,N/A,"C, Near Ballfield",Active
Franklin D. Roosevelt Boardwalk and Beach,40.59189137,-74.06372449,D,N/A,"D, Near Ballfield",Active
Vidalia Park,40.84368313,-73.88119633,D,N/A,"D, In Shade, Under Tree",Active
Bensonhurst Park,40.59707437,-73.9998156,A,N/A,"A, Out in Open, In Playground",Active
Mullaly Park,40.83160033,-73.92524373,CS Concrete,N/A,"CS Concrete, Out in Open",Active
Dome Playground,40.63809872,-73.9801437,E Wheelchair,N/A,"E Wheelchair, In Playground, Out in Open",Active
Benninger Playground,40.70693405,-73.89846252,A,N/A,"A, Just Outside Playground",Active
Cunningham Park,40.73569715,-73.77026264,A,N/A,"A, Out in Open, Near Ballfield",Active
Challenge Playground,40.75685959,-73.72826332,C,N/A,"C, In Playground",Active
Holcombe Rucker Park,40.82872162,-73.93575637,A,N/A,"A, Under Tree, Near Ballfield, Just Outside Playground",Active
Central Park,40.79355411,-73.95309255,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade",Active
Vito Locascio Field,40.67018543,-73.84300023,C,N/A,"C, Near Ballfield",Active
Asser Levy Park,40.57432444,-73.97222691,A,N/A,"A, Out in Open, In Playground",Active
Howard Bennett Playground,40.81352528,-73.93860565,C,N/A,"C, Just Outside Playground, Near Ballfield",Active
McCarren Park,40.71939445,-73.95200117,A,N/A,"A, Under Tree, Near Ballfield",Active
Adam Yauch Park,40.69214863,-73.99886463,E Wheelchair,N/A,"E Wheelchair, Under Tree, Just Outside Playground",Active
Twenty-Four Sycamores Park,40.75947181,-73.95863978,A,N/A,"A, Under Tree",Active
Rochdale Park,40.67511774,-73.77381275,A,N/A,"A, Near Ballfield",Active
Central Park,40.79307681,-73.95843141,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Out in Open",Active
McGuire Fields,40.61807229,-73.89871325,A,N/A,"A, Out in Open, Near Ballfield",Active
Central Park,40.78411121,-73.95918104,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Vinmont Veteran Park,40.90264681,-73.90424432,D,N/A,D,Active
Fermi Playground,40.70033282,-73.92861154,C,N/A,"C, Out in Open",Active
Carroll Park,40.68117442,-73.99555335,A,N/A,"A, In Playground",Active
Prospect Park,40.66049795,-73.96355457,CS Concrete,N/A,"CS Concrete, Just Outside Playground",Active
Sixteen Sycamores Playground,40.68674003,-73.98070588,C,N/A,"C, Under Tree, Out in Open, Just Outside Playground",Active
Van Cortlandt Park,40.89198759,-73.8832003,C,N/A,"C, Near Ballfield, Out in Open",Active
Morgan Playground,40.83228284,-73.90739973,A,N/A,"A, Out in Open, In Playground",Active
Crotona Park,40.83849445,-73.8989969,A,N/A,"A, Out in Open",Active
Silver Lake Park,40.6274161,-74.09252047,A,N/A,"A, Out in Open",Active
Coney Island Beach & Boardwalk,40.57493026,-73.96215339,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Electric Playground,40.73572697,-73.80524256,D,N/A,"D, In Playground, Under Tree",Active
Washington Square Park,40.73088599,-73.9966891,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Kissena Corridor Park,40.74309382,-73.78256579,A,N/A,"A, Near Ballfield",Active
Coffey Park,40.67700672,-74.00865809,D,N/A,"D, In Playground",Active
Bayview Playground,40.63455368,-73.88719374,A,N/A,"A, Under Tree, Out in Open, In Playground",Active
Moore Homestead Playground,40.74226458,-73.88249203,A,N/A,"A, Just Outside Playground, Under Tree",Active
Torsney Playground,40.74730072,-73.92164122,F Dog,N/A,"F Dog, Out in Open",Active
Flushing Fields,40.77497189,-73.81704463,D,N/A,"D, Near Ballfield, Out in Open",Active
Tremont Park,40.84601623,-73.89392335,C,N/A,"C, Under Tree",Active
Coney Island Beach & Boardwalk,40.57265374,-73.98333907,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Juniper Valley Park,40.71826417,-73.88320112,C,N/A,"C, In Playground",Active
Brookville Park,40.66209771,-73.74215428,C,N/A,"C, In Playground",Active
Sophie Irene Loeb,40.71325976,-73.9942514,C,N/A,"C, In Playground",Active
D'Emic Playground,40.6559673,-74.00537671,A,N/A,"A, In Playground",Active
Detective Joseph Mayrose Park,40.66170623,-73.98784096,D,N/A,"D, Out in Open",Active
Judge Moses Weinstein Playground,40.71863404,-73.82037391,CS Concrete,N/A,"CS Concrete, In Playground",Active
Flushing Meadows Corona Park,40.74772589,-73.83927506,A,N/A,"A, Under Tree",Active
Randall's Island Park,40.79548622,-73.91443748,Pedestal,N/A,"Pedestal, Near Ballfield",Active
Marine Park,40.60387148,-73.93420396,A,N/A,"A, Near Ballfield",Active
Frederick Johnson Playground,40.82478779,-73.93549897,Bottle Filler,N/A,"Bottle Filler, Under Tree, Near Ballfield, In Shade",Active
Brooklyn Bridge Park,40.69231855,-74.00168653,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, Out in Open",Active
Marion Hopkinson Playground,40.68182782,-73.91400667,Other,N/A,"Other, Out in Open",Active
Callahan-Kelly Playground,40.67829305,-73.90526973,C,N/A,"C, Under Tree, In Shade",Active
Forest Park,40.70080298,-73.85523332,A,N/A,"A, In Shade",Active
Franklin D. Roosevelt Boardwalk and Beach,40.57409322,-74.08306918,A,N/A,"A, Near Ballfield",Active
Corona Golf Playground,40.74744138,-73.85454954,C,N/A,"C, Just Outside Playground",Active
Bush Terminal Park,40.65333022,-74.01989875,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
De Witt Clinton Park,40.76858268,-73.99396038,D,N/A,"D, Near Ballfield",Active
Pelham Bay Park,40.87023011,-73.78860569,A,N/A,"A, Under Tree",Active
P.S. 279 Playground,40.64454799,-73.89329062,C,N/A,"C, Out in Open, In Playground",Active
Battery Park City,40.71741969,-74.01640955,Pedestal,N/A,"Pedestal, Near Ballfield, Under Tree",Active
Tompkins Square Park,40.72565675,-73.98132775,A,N/A,"A, Under Tree, In Playground",Active
James Weldon Johnson Playground,40.79701695,-73.94161537,F High Low,N/A,"F High Low, Near Ballfield, Just Outside Playground",Active
Parade Ground,40.65106396,-73.96517826,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade, In Playground",Active
Russell Sage Playground,40.72368126,-73.85170018,A,N/A,"A, Out in Open, Just Outside Playground",Active
Cadman Plaza Park,40.69776512,-73.99116639,E Wheelchair,N/A,"E Wheelchair, Under Tree, Out in Open",Active
Columbus Park,40.7141629,-73.99970384,A,N/A,"A, Under Tree, Near Ballfield, Just Outside Playground",Active
Central Park,40.77804446,-73.97287955,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open, Under Tree",Active
Herman Dolgon Playground,40.59800493,-73.94053148,A,N/A,"A, In Playground",Active
McKinley Park,40.62555692,-74.01720884,A,N/A,"A, Near Ballfield",Active
Alley Pond Park,40.74169346,-73.74724556,A,N/A,"A, Out in Open",Active
Central Park,40.76896836,-73.97441558,B,N/A,"B, Under Tree, Out in Open",Active
Frontera Park,40.72459174,-73.89495859,C,N/A,"C, In Playground",Active
Central Park,40.773627,-73.96785816,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree, In Shade",Active
St. Andrew's Playground,40.67913357,-73.9424498,A,N/A,"A, Near Ballfield, In Playground",Active
Prospect Park,40.66080284,-73.96985667,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, Out in Open",Active
Poe Park,40.86455892,-73.89475946,C,N/A,"C, Out in Open",Active
Flushing Meadows Corona Park,40.75102406,-73.84242563,B,N/A,"B, Out in Open",Active
Auburndale Playground,40.76591333,-73.79441355,A,N/A,"A, In Playground",Active
Kissena Corridor Park,40.74827633,-73.82530868,B,N/A,"B, Under Tree, In Playground",Active
Tompkins Square Park,40.72755175,-73.98188996,A,N/A,"A, Under Tree, Near Ballfield, In Playground",Active
Harris Park,40.87524162,-73.89256817,CS Metal,N/A,"CS Metal, In Shade, Just Outside Playground",Active
Franklin D. Roosevelt Boardwalk and Beach,40.57536744,-74.08120626,A,N/A,"A, Near Ballfield",Active
Riverside Park South,40.77769731,-73.98906488,D,N/A,"D, Under Tree, In Playground",Active
Prospect Park,40.66087967,-73.97386691,E High Low,N/A,"E High Low, Out in Open, Near Ballfield",Active
Carter G. Woodson Children's Park,40.66829433,-73.90595383,C,N/A,"C, Out in Open",Active
Marcy Playground,40.69521201,-73.95184855,C,N/A,"C, In Playground, Near Ballfield",Active
Tilden Playground,40.64773853,-73.93141753,C,N/A,"C, Out in Open",Active
London Planetree Playground,40.68643663,-73.85353302,D,N/A,"D, Out in Open",Active
Central Park,40.77728949,-73.96392369,E Wheelchair,N/A,"E Wheelchair, Just Outside Playground",Active
Jacob H. Schiff Playground,40.82034654,-73.95217746,C,N/A,"C, Under Tree, In Playground, Near Ballfield",Active
Sara D. Roosevelt Park,40.7225363,-73.99096809,A,N/A,"A, Under Tree, Near Ballfield, Just Outside Playground",Active
Brevoort Playground,40.68058025,-73.92293087,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
De Hostos Playground,40.7025577,-73.94950651,A,N/A,"A, Just Outside Playground",Active
Sarsfield Playground,40.62024338,-73.93761495,D,N/A,"D, Out in Open, In Playground",Active
L/CPL Thomas P. Noonan Jr. Playground,40.74104379,-73.92249032,C,N/A,"C, Under Tree, Just Outside Playground",Active
Coney Island Boat Basin,40.58308978,-73.9901741,A,N/A,"A, Out in Open, Near Ballfield",Active
Wards Island Park,40.78724582,-73.9276978,Pedestal,N/A,"Pedestal, Near Ballfield",Active
Jackie Robinson Park,40.82788708,-73.93980887,A,N/A,"A, In Playground, Under Tree",Active
Hamilton Metz Field,40.66260362,-73.94070858,CS Concrete,N/A,"CS Concrete, In Playground",Active
Prospect Park,40.6645075,-73.97373107,Bottle Filler High Low,N/A,"Bottle Filler High Low, Out in Open",Active
Dutch Kills Playground,40.75770494,-73.93307167,Other,N/A,"Other, In Playground",Active
Rockaway Beach Boardwalk,40.58328052,-73.81534083,Trough,N/A,"Trough, Out in Open",Active
Yellowstone Park,40.72629516,-73.84828014,D,N/A,"D, In Playground, Under Tree",Active
Central Park,40.78842235,-73.96626193,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Roy Wilkins Recreation Center,40.68576217,-73.76999329,A,N/A,"A, In Playground",Active
Harris Park,40.87711763,-73.89252647,D,N/A,"D, Near Ballfield, Out in Open",Active
Cunningham Park,40.73032624,-73.77552124,C,N/A,"C, Near Ballfield, Out in Open",Active
The Painter's Playground,40.72072489,-73.85957053,D,N/A,"D, Under Tree, In Playground",Active
Fort Washington Park,40.84983826,-73.94671943,Other,N/A,"Other, Out in Open",Active
Tudor Park,40.67132001,-73.84813242,C,N/A,"C, Near Ballfield",Active
John V. Lindsay East River Park,40.71127818,-73.97748726,E Wheelchair,N/A,"E Wheelchair, Under Tree, Near Ballfield",Active
Sperandeo Brothers Playground,40.67687559,-73.884473,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Out in Open",Active
Luna Park,40.57606067,-73.97892181,C,N/A,"C, In Playground",Active
St. John's Recreation Center,40.67397216,-73.93552933,C,N/A,"C, In Playground, Under Tree",Active
Park Of The Americas,40.74853188,-73.86170936,C,N/A,"C, Near Ballfield",Active
Grand Central Parkway Extension,40.76451379,-73.86111653,C,N/A,"C, Under Tree",Active
Franz Sigel Park,40.82437138,-73.92455187,A,N/A,"A, Out in Open, In Shade",Active
Star Spangled Playground,40.69161822,-73.95785765,CS Concrete,N/A,"CS Concrete, In Playground",Active
Pelham Bay Park,40.86479176,-73.79467192,Other,N/A,"Other, Under Tree",Active
Calvert Vaux Park,40.58793664,-73.99021625,E,N/A,"E, Under Tree, In Shade, In Playground",Active
Flushing Meadows Corona Park,40.74357417,-73.84225232,A,N/A,"A, Under Tree",Active
Bill Brown Playground,40.59287676,-73.94590202,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Battery Park City,40.70685661,-74.01833262,Other,N/A,"Other, Under Tree",Active
Frank Principe Park,40.72702174,-73.90493858,Other,N/A,"Other, Near Ballfield",Active
Lincoln Terrace / Arthur S. Somers Park,40.6658536,-73.92778847,C,N/A,"C, Under Tree",Active
Rockaway Beach,40.57860409,-73.83312688,Trough,N/A,"Trough, Out in Open",Active
P.O. Reinaldo Salgado Playground,40.68769826,-73.92602157,D,N/A,"D, Near Ballfield",Active
John Jay Park,40.76885309,-73.94922942,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
St. Catherine's Park,40.76551789,-73.95878436,E Wheelchair Child,N/A,"E Wheelchair Child, Under Tree",Active
John V. Lindsay East River Park,40.71949966,-73.9733789,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Morningside Park,40.80977014,-73.95594352,E Wheelchair Child,N/A,"E Wheelchair Child, Near Ballfield, In Playground",Active
Pelham Bay Park,40.84630797,-73.82500507,C,N/A,"C, Near Ballfield",Active
Rienzi Playground,40.88758329,-73.85895948,Other,N/A,"Other, In Playground, Out in Open",Active
Cunningham Park,40.72686355,-73.77540773,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Clove Lakes Park,40.61792137,-74.11086918,A,N/A,"A, Out in Open",Active
Central Park,40.78495699,-73.96671644,E Wheelchair,N/A,"E Wheelchair, Under Tree, Out in Open",Active
Prospect Park,40.66507494,-73.97210759,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, Under Tree, In Shade",Active
Wingate Park,40.65769153,-73.94457312,A,N/A,A,Active
Reiff Playground,40.71814329,-73.90152326,C,N/A,"C, In Shade, Near Ballfield",Active
Van Cortlandt Park,40.891078,-73.8926065,A,N/A,"A, Out in Open",Active
Tompkinsville Park,40.63741819,-74.07651676,D,N/A,"D, Under Tree",Active
Amersfort Park,40.62779332,-73.93891616,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Theodore Roosevelt Park,40.78213504,-73.97385383,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Flushing Meadows Corona Park,40.74938567,-73.84032487,C,N/A,"C, Out in Open",Active
Eae J Mitchell Park,40.83641351,-73.88426793,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Crotona Park,40.84197098,-73.89485619,A,N/A,"A, Under Tree, Just Outside Playground",Active
Kissena Park,40.74610965,-73.81206558,A,N/A,"A, Near Ballfield",Active
Williamsbridge Oval,40.87659246,-73.8779268,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Coney Island Beach & Boardwalk,40.57345201,-73.97613751,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Asser Levy Playground,40.73668332,-73.97535542,Other,N/A,"Other, In Playground",Active
Shore Park and Parkway,40.63330674,-74.03872538,A,N/A,"A, Near Ballfield",Active
Central Park,40.78126997,-73.96802289,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade, Near Ballfield",Active
Ferry Point Park,40.81507991,-73.83795803,C,N/A,"C, Out in Open",Active
Fox Playground,40.63288713,-73.92380514,D,N/A,"D, Out in Open, In Playground",Active
Nostrand Playground,40.63777438,-73.94723406,E Wheelchair,N/A,"E Wheelchair, Out in Open, Near Ballfield",Active
Peter Detmold Park,40.75284314,-73.96433647,B,N/A,"B, Out in Open",Active
The Battery,40.70242814,-74.01628257,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Arverne Playground,40.59298882,-73.78526279,A,N/A,"A, Under Tree, In Playground",Active
Newport Playground,40.66091193,-73.90691297,Other,N/A,"Other, Out in Open",Active
Century Playground,40.57711616,-73.97092345,C,N/A,"C, Out in Open, In Playground",Active
Soundview Park,40.81892627,-73.87782604,Other,N/A,"Other, Near Ballfield",Active
Flushing Meadows Corona Park,40.74768018,-73.83925058,A,N/A,"A, Under Tree",Active
Cunningham Park,40.73579906,-73.7698569,A,N/A,"A, Near Ballfield, Out in Open",Active
Marcy Playground,40.69566544,-73.94972666,A,N/A,"A, In Playground, Under Tree",Active
El Shabazz Playground,40.68293226,-73.93018567,A,N/A,"A, In Playground",Active
Havemeyer Playground,40.82993338,-73.84796365,Other,N/A,"Other, Under Tree, In Playground",Active
Roy Wilkins Recreation Center,40.6847337,-73.77085786,A,N/A,"A, Near Ballfield",Active
Marconi Park,40.69385562,-73.79518846,D,N/A,"D, In Playground",Active
Franklin D. Roosevelt Boardwalk and Beach,40.56887192,-74.09060636,A,N/A,"A, Out in Open",Active
Aqueduct Walk,40.85729029,-73.90885126,C,N/A,"C, Under Tree, In Playground",Active
McCaffrey Playground,40.7591554,-73.99140236,CS Concrete,N/A,"CS Concrete, In Playground, Near Ballfield, Under Tree",Active
Tompkins Square Park,40.72654988,-73.9804587,A,N/A,"A, Just Outside Playground, Near Ballfield",Active
Idlewild Park,40.65709198,-73.75934348,C,N/A,"C, Near Ballfield",Active
Jackie Robinson Park,40.6803284,-73.92737315,A,N/A,"A, In Playground, Under Tree",Active
Forest Park,40.69562248,-73.86486649,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Mosholu Parkway,40.8777756,-73.88244423,A,N/A,"A, Out in Open, In Playground",Active
Briarwood Playground,40.71087609,-73.81054256,A,N/A,"A, In Playground",Active
Loreto Playground,40.84860091,-73.85193049,A,N/A,"A, Under Tree",Active
Central Park,40.76891379,-73.97700431,B,N/A,"B, In Playground",Active
Inwood Hill Park,40.87427984,-73.92952529,A,N/A,"A, Out in Open",Active
Nicholas Naquan Heyward Jr. Park,40.68464971,-73.98781149,CS Metal,N/A,"CS Metal, Just Outside Playground",Active
J.J. Byrne Playground,40.67262219,-73.98441728,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Arcilla Playground,40.82735828,-73.91472643,A,N/A,"A, Under Tree, In Shade, In Playground",Active
Grove Hill Playground,40.81994894,-73.90906619,A,N/A,"A, Out in Open, In Playground",Active
Harvey Park,40.78449051,-73.82375813,D,N/A,"D, Under Tree",Active
Soundview Park,40.81735206,-73.87808109,A,N/A,"A, Near Ballfield",Active
Central Park,40.77077914,-73.97766444,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Under Tree, Out in Open",Active
Van Voorhees Park,40.68968,-73.99936349,C,N/A,"C, In Playground",Active
Lyons Square Park,40.82263346,-73.88816439,Bottle Filler High Low,N/A,"Bottle Filler High Low, In Playground",Active
Rose Hill Park,40.86207078,-73.89035591,A,N/A,"A, Under Tree, Out in Open",Active
Midland Field,40.57667495,-74.09850218,A,N/A,"A, Near Ballfield",Active
100% Playground,40.64679552,-73.89951329,A,N/A,"A, Out in Open, Just Outside Playground",Active
Wards Island Park,40.78529848,-73.9349067,Pedestal,N/A,"Pedestal, Near Ballfield",Active
Sara D. Roosevelt Park,40.72262293,-73.99128756,D,N/A,"D, Under Tree, Just Outside Playground, Near Ballfield",Active
Central Park,40.76858591,-73.97095481,A,N/A,"A, Under Tree, In Shade",Active
Central Park,40.78432795,-73.95870408,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Dyker Beach Park,40.61303631,-74.01457723,C,N/A,"C, Near Ballfield",Active
Clintonville Playground,40.78301748,-73.80754588,D,N/A,"D, Under Tree, In Playground",Active
Bronx River Parkway,40.82134085,-73.87170658,C,N/A,"C, Out in Open, Near Ballfield",Active
Sol Lain Plgd,40.71438002,-73.98396118,CS Metal,N/A,"CS Metal, Under Tree, In Playground, Near Ballfield",Active
Highland Park,40.68391175,-73.88596859,A,N/A,"A, In Playground",Active
Prospect Park,40.65548815,-73.96339297,E Wheelchair Child,N/A,E Wheelchair Child,Active
Cunningham Park,40.73671597,-73.7705382,C,N/A,"C, Out in Open, Near Ballfield",Active
Playground 52 LII,40.81539655,-73.90142519,Other,N/A,"Other, In Shade",Active
CPL. Thompson Park,40.63769262,-74.11934039,D,N/A,"D, Near Ballfield",Active
Washington Park,40.85581549,-73.89361687,Other,N/A,"Other, Under Tree, Out in Open",Active
Bill Bojangles Robinson Playground,40.82526873,-73.93744958,A,N/A,"A, In Playground, Near Ballfield",Active
Brooklyn Bridge Park,40.69270375,-74.00136474,Bottle Filler Fountain,N/A,"Bottle Filler Fountain, In Playground, Out in Open",Active
Central Park,40.79648708,-73.95498148,A,N/A,"A, Out in Open",Active
Bridge Park,40.70078332,-73.98542575,CS Concrete,N/A,"CS Concrete, In Playground, Out in Open",Active
Randall Playground,40.81927238,-73.84983071,C,N/A,"C, In Shade, In Playground",Active
Flushing Meadows Corona Park,40.74452974,-73.83982732,A,N/A,"A, Under Tree",Active
Plimpton Playground,40.84387538,-73.92254258,A,N/A,"A, Under Tree, In Shade, In Playground",Active
Ruppert Park,40.78084293,-73.94978317,C,N/A,"C, Out in Open",Active
Belt Parkway/Shore Parkway,40.61911519,-73.89831067,D,N/A,"D, Near Ballfield, Out in Open",Active
Marcus Garvey Park,40.8052753,-73.94220193,B,N/A,"B, Under Tree, In Playground",Active
Linwood Playground,40.66621622,-73.88037724,A,N/A,"A, In Playground",Active
Haffen Park,40.87323548,-73.83892126,A,N/A,"A, Under Tree, In Shade, In Playground",Active
Parade Ground,40.64920369,-73.97006465,A,N/A,"A, Under Tree, Near Ballfield, In Shade",Active
Queensbridge Park,40.75695555,-73.94711273,Other,N/A,"Other, In Playground",Active
Bellerose Playground,40.73261498,-73.71760816,A,N/A,"A, Near Ballfield",Active
Flushing Meadows Corona Park,40.74312229,-73.8489089,A,N/A,"A, Under Tree",Active
Police Officer Edward Byrne Park,40.66736982,-73.8091932,A,N/A,"A, Near Ballfield",Active
McDonald Playground,40.60046504,-73.97172198,C,N/A,"C, Out in Open",Active
Shore Park and Parkway,40.61754543,-74.04002896,A,N/A,"A, In Playground",Active
Frank D. O'Connor Playground,40.74438993,-73.88662916,A,N/A,"A, In Playground, Just Outside Playground",Active
Magenta Playground,40.87350075,-73.86798825,CS Metal,N/A,"CS Metal, In Playground",Active
Coney Island Beach & Boardwalk,40.57237058,-73.98915272,Trough,N/A,"Trough, In Playground, Out in Open",Active
Seaside Playground,40.58067309,-73.83054381,Other,N/A,"Other, In Playground",Active
Playground Seventy Five,40.72633486,-73.80836968,D,N/A,"D, In Playground",Active
Mazzei Playground,40.86249444,-73.85815151,A,N/A,"A, Under Tree",Active
Behagen Playground,40.82545795,-73.90108798,D,N/A,"D, Under Tree, Just Outside Playground",Active
De Witt Clinton Park,40.76848587,-73.99423318,D,N/A,"D, Near Ballfield, Just Outside Playground",Active
Jackie Robinson Park,40.82467312,-73.94226083,A,N/A,"A, In Shade, In Playground",Active
Hamilton Metz Field,40.66269207,-73.94041485,A,N/A,"A, Out in Open, Just Outside Playground",Active
Taaffe Playground,40.69512052,-73.96053471,A,N/A,"A, In Playground",Active
Breukelen Ballfields,40.65180993,-73.89105328,C,N/A,"C, Out in Open, Near Ballfield",Active
Baisley Pond Park,40.67263032,-73.78751669,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Markham Playground,40.62324468,-74.14615891,C,N/A,"C, In Playground",Active
